konveksi,kodebarang,namabarang,deskripsi,hargamodal,dailyprice,linkproduk,anamapesaing,alinkpesaing,bnamapesaing,blinkpesaing
AZARINE,D8141,BodyContour Serum,D8141-Azarine-BodyContour-Serum,50700,55299,https://shopee.co.id/DOMMO-D8141-Azarine-Body-Contour-Serum-Smooth-Firm-100-ml-Azarine-Lotion-Sellulite-i.135900627.16015034331?sp_atk=8e32d64b-5adc-448f-8fef-b5dd1a376bf8&xptdk=8e32d64b-5adc-448f-8fef-b5dd1a376bf8,TNT,https://shopee.co.id/Azarine-Body-Contour-Serum-Smooth-Firm-100ml-Azarine-Lotion-Sellulite-i.744873.9246440264?sp_atk=34dd17d4-0c6a-463f-8738-64a3aa7a4eda&xptdk=34dd17d4-0c6a-463f-8738-64a3aa7a4eda,BELIA,-
AZARINE,D8141,BubbleOnMe,D8141-Azarine-BubbleOnMe,74100,80799,https://shopee.co.id/DOMMO-D8141-Azarine-Vitamin-Lab-Series-Bubble-on-Me-Ampoule-Essence-Toner-i.135900627.17215087128?sp_atk=a4bb0173-6a8a-4f37-ae2b-83d93381e0cf&xptdk=a4bb0173-6a8a-4f37-ae2b-83d93381e0cf,TNT,https://shopee.co.id/Azarine-Bubble-On-Me-Deep-Mask-Cleanser-60ml-Azarine-Masker-Bubble-i.744873.8540868983?sp_atk=12a04561-508f-4ca0-a8a4-3422d73bbe29&xptdk=12a04561-508f-4ca0-a8a4-3422d73bbe29,BELIA,https://shopee.co.id/%E2%9D%A4-BELIA-%E2%9D%A4-AZARINE-VITAMIN-LAB-Bubble-On-Me-Deep-Mask-Cleanser-Essence-Toner-Hydraoxidant-Ampoule-i.48382819.9523533753?sp_atk=63e9de46-1979-42bb-b6e3-f4631437ba31&xptdk=63e9de46-1979-42bb-b6e3-f4631437ba31
AZARINE,D8141,CBDHydraoxidant,D8141-Azarine-CBDHydraoxidant,91000,106299,https://shopee.co.id/DOMMO-D8141-Azarine-Vitamin-Lab-Series-Bubble-on-Me-Ampoule-Essence-Toner-i.135900627.17215087128?sp_atk=a4bb0173-6a8a-4f37-ae2b-83d93381e0cf&xptdk=a4bb0173-6a8a-4f37-ae2b-83d93381e0cf,TNT,https://shopee.co.id/Azarine-CBD-Hydraoxidant-Ampoule-40ml-Azarine-Ampoule-i.744873.9440875525?sp_atk=3410497b-ca15-4a37-80b2-3368ea09d97e&xptdk=3410497b-ca15-4a37-80b2-3368ea09d97e,BELIA,https://shopee.co.id/%E2%9D%A4-BELIA-%E2%9D%A4-AZARINE-VITAMIN-LAB-Bubble-On-Me-Deep-Mask-Cleanser-Essence-Toner-Hydraoxidant-Ampoule-i.48382819.9523533753?sp_atk=63e9de46-1979-42bb-b6e3-f4631437ba31&xptdk=63e9de46-1979-42bb-b6e3-f4631437ba31
AZARINE,D8141,FaceMist,D8141-Azarine-FaceMist,35100,38299,https://shopee.co.id/DOMMO-D8141-Azarine-C-White-Series-Serum-Hydraglow-Day-Cream-Cleanser-Lightening-Tone-Up-i.135900627.11088617871?sp_atk=42859a0a-3bfc-4365-a35e-34686e022191&xptdk=42859a0a-3bfc-4365-a35e-34686e022191,TNT,https://shopee.co.id/Azarine-C-White-SERIES-Essence-Mist-Perawatan-Wajah-Tubuh-dengan-Vitamin-C-Azarine-Face-Toner-90ml-i.744873.6385577699?sp_atk=90e3c6d6-2b04-426b-9e0b-e1e2349c4724&xptdk=90e3c6d6-2b04-426b-9e0b-e1e2349c4724,BELIA,https://shopee.co.id/%E2%9D%A4-BELIA-%E2%9D%A4-Azarine-C-White-Series-Essence-Mist-(%E2%9C%94%EF%B8%8FBPOM)-Perawatan-Wajah-Tubuh-dengan-Vitamin-C-i.48382819.7258956675?sp_atk=a9dac40f-a0a0-4859-bc2d-a0bf53394044&xptdk=a9dac40f-a0a0-4859-bc2d-a0bf53394044
AZARINE,D8141,FacialCleanser 60ml,D8141-Azarine-FacialCleanser-60ml,25350,27699,https://shopee.co.id/DOMMO-D8141-Azarine-C-White-Series-Serum-Hydraglow-Day-Cream-Cleanser-Lightening-Tone-Up-i.135900627.11088617871?sp_atk=42859a0a-3bfc-4365-a35e-34686e022191&xptdk=42859a0a-3bfc-4365-a35e-34686e022191,TNT,https://shopee.co.id/Azarine-C-White-SERIES-Essence-Mist-Perawatan-Wajah-Tubuh-dengan-Vitamin-C-Azarine-Face-Toner-90ml-i.744873.6385577699?sp_atk=90e3c6d6-2b04-426b-9e0b-e1e2349c4724&xptdk=90e3c6d6-2b04-426b-9e0b-e1e2349c4724,BELIA,https://shopee.co.id/%E2%9D%A4-BELIA-%E2%9D%A4-Azarine-C-White-Series-Essence-Mist-(%E2%9C%94%EF%B8%8FBPOM)-Perawatan-Wajah-Tubuh-dengan-Vitamin-C-i.48382819.7258956675?sp_atk=a9dac40f-a0a0-4859-bc2d-a0bf53394044&xptdk=a9dac40f-a0a0-4859-bc2d-a0bf53394044
AZARINE,D8141,FreshRadiant,D8141-Azarine-FreshRadiant,17550,19199,https://shopee.co.id/DOMMO-D8141-Azarine-Fresh-Radiant-Brightening-Scrub-50g-i.135900627.16415052498?sp_atk=43ca50e6-3325-4b9a-b9dd-a66d3726c617&xptdk=43ca50e6-3325-4b9a-b9dd-a66d3726c617,TNT,https://shopee.co.id/Azarine-Fresh-Radiant-Brightening-Scrub-50gr-Azarine-Scrub-i.744873.7285479353?sp_atk=c51608de-0734-4eca-80b0-7cbb720062e2&xptdk=c51608de-0734-4eca-80b0-7cbb720062e2,BELIA,https://shopee.co.id/%E2%9D%A4-BELIA-%E2%9D%A4-AZARINE-Herbal-Essential-Glass-Skin-Goal-Sleeping-Mask-Peeling-Serum-Aloe-Vera-(%E2%9C%94%EF%B8%8FBPOM)-i.48382819.5359345866?sp_atk=107203a2-3f3e-4310-a49b-11368098d14f&xptdk=107203a2-3f3e-4310-a49b-11368098d14f
AZARINE,D8141,HairSpa AloeVera200,D8141-Azarine-HairSpa-AloeVera200,35100,38299,https://shopee.co.id/DOMMO-D8141-Azarine-Hair-Spa-Aloevera-200-400gr-Hair-Mask-i.135900627.13479862273?sp_atk=f56dbb4b-bccf-40a9-aff5-f9e42af66e16&xptdk=f56dbb4b-bccf-40a9-aff5-f9e42af66e16,TNT,https://shopee.co.id/Azarine-Hair-Spa-Aloevera-200gr-Hair-Mask-i.744873.11109369201?sp_atk=39bd8f47-a3e6-410c-9d5c-c60037ca9a28&xptdk=39bd8f47-a3e6-410c-9d5c-c60037ca9a28,BELIA,-
AZARINE,D8141,Hydraglow DayCream,D8141-Azarine-Hydraglow-DayCream,38133,46700,https://shopee.co.id/DOMMO-D8141-Azarine-C-White-Series-Serum-Hydraglow-Day-Cream-Cleanser-Lightening-Tone-Up-i.135900627.11088617871?sp_atk=42859a0a-3bfc-4365-a35e-34686e022191&xptdk=42859a0a-3bfc-4365-a35e-34686e022191,TNT,https://shopee.co.id/Azarine-C-White-SERIES-Essence-Mist-Perawatan-Wajah-Tubuh-dengan-Vitamin-C-Azarine-Face-Toner-90ml-i.744873.6385577699?sp_atk=90e3c6d6-2b04-426b-9e0b-e1e2349c4724&xptdk=90e3c6d6-2b04-426b-9e0b-e1e2349c4724,BELIA,https://shopee.co.id/%E2%9D%A4-BELIA-%E2%9D%A4-Azarine-C-White-Series-Essence-Mist-(%E2%9C%94%EF%B8%8FBPOM)-Perawatan-Wajah-Tubuh-dengan-Vitamin-C-i.48382819.7258956675?sp_atk=a9dac40f-a0a0-4859-bc2d-a0bf53394044&xptdk=a9dac40f-a0a0-4859-bc2d-a0bf53394044
AZARINE,,Hydramax-C + Mist,,92040,109000,-,TNT,-,BELIA,https://shopee.co.id/%E2%9D%A4-BELIA-%E2%9D%A4-AZARINE-Aqua-Essence-Sun-Shield-Serum-SPF-50-PA-Hydrasoothe-Sunscreen-Gel-SPF45--i.48382819.9210248666?sp_atk=a7635cba-e71f-4bd5-83c0-e55ac82fd28d&xptdk=a7635cba-e71f-4bd5-83c0-e55ac82fd28d
AZARINE,D8141,InstalightBright,D8141-Azarine-InstalightBright,50700,56099,https://shopee.co.id/DOMMO-D8141-Azarine-Instalight-Brightening-Goat's-Milk-Gel-Instalight-Brightening-100g-i.135900627.14658556257?sp_atk=55634dbc-9d40-410f-8d7d-000ad607112f&xptdk=55634dbc-9d40-410f-8d7d-000ad607112f,TNT,-,BELIA,-
AZARINE,D8141,LighteningToneUp,D8141-Azarine-LighteningToneUp,38299,38299,https://shopee.co.id/DOMMO-D8141-Azarine-C-White-Series-Serum-Hydraglow-Day-Cream-Cleanser-Lightening-Tone-Up-i.135900627.11088617871?sp_atk=42859a0a-3bfc-4365-a35e-34686e022191&xptdk=42859a0a-3bfc-4365-a35e-34686e022191,TNT,https://shopee.co.id/Azarine-C-White-SERIES-Essence-Mist-Perawatan-Wajah-Tubuh-dengan-Vitamin-C-Azarine-Face-Toner-90ml-i.744873.6385577699?sp_atk=743c6a00-267d-4f66-af4c-9b5f6da4786d&xptdk=743c6a00-267d-4f66-af4c-9b5f6da4786d,BELIA,https://shopee.co.id/%E2%9D%A4-BELIA-%E2%9D%A4-Azarine-C-White-Series-Essence-Mist-(%E2%9C%94%EF%B8%8FBPOM)-Perawatan-Wajah-Tubuh-dengan-Vitamin-C-i.48382819.7258956675?sp_atk=8fd11a0a-ae9a-4637-8177-83cd7ad61794&xptdk=8fd11a0a-ae9a-4637-8177-83cd7ad61794
AZARINE,D8141,LightSerum 20ml,D8141-Azarine-LightSerum-20ml,38610,42800,https://shopee.co.id/DOMMO-D8141-Azarine-C-White-Series-Serum-Hydraglow-Day-Cream-Cleanser-Lightening-Tone-Up-i.135900627.11088617871?sp_atk=42859a0a-3bfc-4365-a35e-34686e022191&xptdk=42859a0a-3bfc-4365-a35e-34686e022191,TNT,https://shopee.co.id/Azarine-C-White-SERIES-Essence-Mist-Perawatan-Wajah-Tubuh-dengan-Vitamin-C-Azarine-Face-Toner-90ml-i.744873.6385577699?sp_atk=743c6a00-267d-4f66-af4c-9b5f6da4786d&xptdk=743c6a00-267d-4f66-af4c-9b5f6da4786d,BELIA,https://shopee.co.id/%E2%9D%A4-BELIA-%E2%9D%A4-Azarine-C-White-Series-Essence-Mist-(%E2%9C%94%EF%B8%8FBPOM)-Perawatan-Wajah-Tubuh-dengan-Vitamin-C-i.48382819.7258956675?sp_atk=8fd11a0a-ae9a-4637-8177-83cd7ad61794&xptdk=8fd11a0a-ae9a-4637-8177-83cd7ad61794
AZARINE,D8141,MagicLip Serum,D8141-Azarine-MagicLip-Serum,35100,44990,https://shopee.co.id/DOMMO-D8141-Azarine-Vitamin-Lab-Series-Bubble-on-Me-Ampoule-Essence-Toner-i.135900627.17215087128?sp_atk=a4bb0173-6a8a-4f37-ae2b-83d93381e0cf&xptdk=a4bb0173-6a8a-4f37-ae2b-83d93381e0cf,TNT,https://shopee.co.id/Azarine-Vitamin-Lab-Bubble-On-Me-Deep-Mask-Cleanser-Essence-Toner-Hydraoxidant-Ampoule-Primer-i.744873.9441289036?sp_atk=f3781271-ae88-41c3-bcff-b791d5957553&xptdk=f3781271-ae88-41c3-bcff-b791d5957553,BELIA,https://shopee.co.id/%E2%9D%A4-BELIA-%E2%9D%A4-AZARINE-VITAMIN-LAB-Bubble-On-Me-Deep-Mask-Cleanser-Essence-Toner-Hydraoxidant-Ampoule-i.48382819.9523533753?sp_atk=0b953c89-7fae-4d78-a3ad-5f21ea6df426&xptdk=0b953c89-7fae-4d78-a3ad-5f21ea6df426
AZARINE,D8141,MatteMyDay,D8141-Azarine-MatteMyDay,55458,66999,https://shopee.co.id/DOMMO-D8141-Azarine-Vitamin-Lab-Series-Bubble-on-Me-Ampoule-Essence-Toner-i.135900627.17215087128?sp_atk=a4bb0173-6a8a-4f37-ae2b-83d93381e0cf&xptdk=a4bb0173-6a8a-4f37-ae2b-83d93381e0cf,TNT,https://shopee.co.id/Azarine-Vitamin-Lab-Bubble-On-Me-Deep-Mask-Cleanser-Essence-Toner-Hydraoxidant-Ampoule-Primer-i.744873.9441289036?sp_atk=f3781271-ae88-41c3-bcff-b791d5957553&xptdk=f3781271-ae88-41c3-bcff-b791d5957553,BELIA,https://shopee.co.id/%E2%9D%A4-BELIA-%E2%9D%A4-AZARINE-VITAMIN-LAB-Bubble-On-Me-Deep-Mask-Cleanser-Essence-Toner-Hydraoxidant-Ampoule-i.48382819.9523533753?sp_atk=0b953c89-7fae-4d78-a3ad-5f21ea6df426&xptdk=0b953c89-7fae-4d78-a3ad-5f21ea6df426
AZARINE,D8141,NightMoisturizer 25g,D8141-Azarine-NightMoisturizer-25g,38133,46700,https://shopee.co.id/DOMMO-D8141-Azarine-C-White-Series-Serum-Hydraglow-Day-Cream-Cleanser-Lightening-Tone-Up-i.135900627.11088617871?sp_atk=42859a0a-3bfc-4365-a35e-34686e022191&xptdk=42859a0a-3bfc-4365-a35e-34686e022191,TNT,https://shopee.co.id/Azarine-C-White-SERIES-Essence-Mist-Perawatan-Wajah-Tubuh-dengan-Vitamin-C-Azarine-Face-Toner-90ml-i.744873.6385577699?sp_atk=743c6a00-267d-4f66-af4c-9b5f6da4786d&xptdk=743c6a00-267d-4f66-af4c-9b5f6da4786d,BELIA,https://shopee.co.id/%E2%9D%A4-BELIA-%E2%9D%A4-Azarine-C-White-Series-Essence-Mist-(%E2%9C%94%EF%B8%8FBPOM)-Perawatan-Wajah-Tubuh-dengan-Vitamin-C-i.48382819.7258956675?sp_atk=8fd11a0a-ae9a-4637-8177-83cd7ad61794&xptdk=8fd11a0a-ae9a-4637-8177-83cd7ad61794
AZARINE,D8141,PeelingSerum,D8141-Azarine-PeelingSerum,20125,29900,https://shopee.co.id/DOMMO-D8141-Azarine-Miraclear-Herbal-Peeling-Serum-AHA-BHA-20ml-Revitalizing-Serum-i.135900627.16215071159?sp_atk=0e1d3142-63d2-460a-ae95-78cf90bfd9c2&xptdk=0e1d3142-63d2-460a-ae95-78cf90bfd9c2,TNT,https://shopee.co.id/Azarine-C-White-SERIES-Essence-Mist-Perawatan-Wajah-Tubuh-dengan-Vitamin-C-Azarine-Face-Toner-90ml-i.744873.6385577699?sp_atk=743c6a00-267d-4f66-af4c-9b5f6da4786d&xptdk=743c6a00-267d-4f66-af4c-9b5f6da4786d,BELIA,https://shopee.co.id/%E2%9D%A4-BELIA-%E2%9D%A4-AZARINE-Herbal-Essential-Glass-Skin-Goal-Sleeping-Mask-Peeling-Serum-Aloe-Vera-(%E2%9C%94%EF%B8%8FBPOM)-i.48382819.5359345866?sp_atk=d886cfd8-872f-4d8c-bb8d-841103170e8e&xptdk=d886cfd8-872f-4d8c-bb8d-841103170e8e
AZARINE,,SkinFit EssenceToner,Azarine-SkinFit-EsseToner,27300,29700,-,TNT,https://shopee.co.id/Azarine-Vitamin-Lab-Bubble-On-Me-Deep-Mask-Cleanser-Essence-Toner-Hydraoxidant-Ampoule-Primer-i.744873.9441289036?sp_atk=f3781271-ae88-41c3-bcff-b791d5957553&xptdk=f3781271-ae88-41c3-bcff-b791d5957553,BELIA,https://shopee.co.id/%E2%9D%A4-BELIA-%E2%9D%A4-AZARINE-VITAMIN-LAB-Bubble-On-Me-Deep-Mask-Cleanser-Essence-Toner-Hydraoxidant-Ampoule-i.48382819.9523533753?sp_atk=0b953c89-7fae-4d78-a3ad-5f21ea6df426&xptdk=0b953c89-7fae-4d78-a3ad-5f21ea6df426
AZARINE,,SSHyrdramax-C_Orange,Azarine-HydraMax-C-Orange-40ml,46020,50499,-,TNT,https://shopee.co.id/Azarine-Hydrasoothe-Sunscreen-Gel-SPF45-PA-Azarine-Sun-Screen-Tabir-Surya-Cream-AZARINE-Hydramax-C-Suncreen-Serum-SPF-50-AZARINE-Tone-Up-Mineral-Suncreen-Serum-SPF-50-AZARINE-Hydrasoothe-Sunscreen-Mist-SPF-50-PA--i.744873.3032751965?sp_atk=0a631315-5e43-4c0b-8466-88769208bcf5&xptdk=0a631315-5e43-4c0b-8466-88769208bcf5,BELIA,https://shopee.co.id/%E2%9D%A4-BELIA-%E2%9D%A4-AZARINE-Aqua-Essence-Sun-Shield-Serum-SPF-50-PA-Hydrasoothe-Sunscreen-Gel-SPF45--i.48382819.9210248666?sp_atk=ae4b9baf-0fd0-4d2a-b1fa-34eb10961dca&xptdk=ae4b9baf-0fd0-4d2a-b1fa-34eb10961dca
